Tweet,Date,Period
Im telling you telling you Theres so much moreeeee than what youve settled for Its Now or Never miss you LeniKiko to a brand new start hashtagLeniLiwanagSaDilim hashtagLeniKiko hashtagHalalan2022,5/4/2022,PRE
hashtagSOLIDBBMSARA hashtagBBM2022 hashtagBBMSARA2022 hashtagHalalan2022 I respect yours and u respect mine ✌️ 👊 💚 ❤️,5/4/2022,PRE
💚 ❤️ ✌️ Philippines PILILINAS DEFINITELY 🙏 hashtagFELIP hashtagFELIPcomeback hashtagFELIP2ndsingle,5/4/2022,PRE
Slayyyy close your gdm to avoid death threat po,5/5/2022,PRE
tama behavior ❤️ 💚 hashtagHalalan2022,5/5/2022,PRE
Whoever of you two wins may you be a good leader of the country Godbless u both po 🌸 ❤️ hashtagBBM2022 hashtagLeniRobredo,5/6/2022,PRE
LOOK Victory inevitable for BBMSara as all April and May surveys show landslide win for the UniTeam tandem hashtagUniTeamBBMSara hashtagBBM2022,5/7/2022,PRE
Not Anji Related ❗ Hindi pa botante for BBM Sara ❤️ 💚 We still have the right to give our opinion about presidential candidates even though we cant still vote Makiki isa sa pagbangon muli,5/4/2022,PRE
I learned from the best There is nobody who would disagree that Marcos was a good leader leader of men He saw himself as a builder of the nation,5/5/2022,PRE
BTS changed my life and i believe BMMSARA can change our county too ❤️ 💚,5/4/2022,PRE
Sorry for being IA today The Philippine Election 2022 is approaching and since we cant still vote the only thing we can do right now is to campaign for Leni We just finished stapling and printing materials and will do an H2H campaign tomorrow hashtagHalalan2022,5/5/2022,PRE
Alam nyo kakampinks kasalanan nyo yan Kung di nyo pinagduldulan sa amin si Leni na obvious bang hate na hate namin edi sana di kami nagsiksikan lahat kay BBM Kasi believe it or not most of us are not Marcos loyalists Just so happened na sukang suka kami sa LP Good luck,5/3/2022,PRE
Workers chant BBM and Panalo ka na as Bongbong Marcos delivers closing remarks at TUCP Labor Day town hall meeting The TUCP is officially endorsing the hashtagHalalan2022 bid of Marcos and running mate Mayor Sara Duterte,5/1/2022,PRE
JOLLINATION FOR LENI KIKO 8 days left before hashtagHalalan2022 Do your research vote for candidates we can all be proud of hashtagLeniKiko2022 hashtagIpanaloNa10To hashtagLeniKikoAllTheWay hashtagKulayRosasAngBukas,5/1/2022,PRE
Alongside Nica del Rosario Vice Ganda performed Rosas and also greeted Vice President Leni Robredo Happy Mothers Day hashtagHalalan2022 via,5/7/2022,PRE
LOOK Three days before hashtagHalalan2022 Alabel Youth for Leni conducted Pink Walk around Poblacion Alabel today May 6,5/6/2022,PRE
Anyone with extra LeniKiko ballers arm sleeves and other collaterals 😅 We need reinforcements lang po sana for our palugaw along Pedro Gil St Naubos na ang 200 and 4 kalderos of lugaw 🙌🏽 DM please Thank you very much hashtagLeniKiko2022 hashtagipanalona10parasalahat hashtagHalalan2022,5/5/2022,PRE
ESQUIRE FOR LENIKIKO tulip ribbon 7 days left before hashtagHalalan2022 Do your research vote for candidates we can all be proud of hashtagLeniKiko2022 hashtagIpanaloNa10To hashtagLeniKikoAllTheWay hashtagKulayRosasAngBukas,5/2/2022,PRE
Real unity Rival schools join hands behind Leni Kiko hashtagHalalan2022,5/7/2022,PRE
Leni already finished up their speech and rally while UniTeam senators are still speaking I have a huge hunch that the BBMSara crew behind the scenes are timing for something BIG hashtagBBMSARA2022 hashtagLENIKIKO2022 hashtagMitingDeAvance hashtagPHVote hashtagEleksyon2022 hashtagHalalan2022,5/7/2022,PRE
OPM singer Moira dela Torre performs her original song Ipanalo Natin To inspired by Leni Robredos tag line hashtagHalalan2022 via,5/7/2022,PRE
hashtagHalalan2022 Vice presidential aspirant Rizalito David throws his support to VP Leni Robredos presidency saying that he believes she will win against the MarcosDuterte tandem Related story,5/6/2022,PRE
1st step Vote and let LeniKiko Neri and all better senatoriables win 2nd step Guard and defend our votes 3rd step Help ensure LeniKikos pledges today of permanent jobs higher wages and better life for workers and Filipinos materialize hashtagHalalan2022 hashtagLeniKiko2022,5/1/2022,PRE
THE RONAS ARE PINK tulip 🌸 Few more days left before hashtagHalalan2022 and I hope everyone knows who we need to vote for Kay LeniKiko tayo hashtagLeniKiko2022 hashtagIpanaloNa10To hashtagLeniKikoAllTheWay hashtagKulayRosasAngBukas,5/2/2022,PRE
Leni Robredo speaking atm at the Araneta Coliseum pledging better working condition permanent jobs and higher wage for Filipino workers hashtagHalalan2022,5/1/2022,PRE
Magsaysay situation as of 8PM the night before VP Lenis last grand rally in her hometown and bailiwick Naga City Large crowds already pouring in to watch rehearsals hashtagHalalan2022 hashtagLeniKiko2022 hashtagKulayRosasAngBukas,5/5/2022,PRE
Since 9 October 2021 Vice President Leni Robredo has visited 6881 provinces 103146 cities and 1321488 municipalities Last 2 May Robredo visited the provinces of Abra Kalinga and Benguet in the Cordilleras splashing Northern Luzon with more pink hashtagHalalan2022,5/5/2022,PRE
Were in the endgame now Vice President Leni Robredo visited four provinces three cities and four municipalities during her whirlwind tour of Western Visayas earlier today Robredo has spent 71 days on the campaign trail since 8 Feb 2022 hashtagIpana10NatinParaSaLahat hashtagHalalan2022,5/3/2022,PRE
Gelo Ponon a former basher of VP said he has switched to Leni after doing his research He now actively campaigns for Robredo and is present now at the Miting de Avance hashtagHalalan2022,5/7/2022,PRE
WE CANT AFFORD ANOTHER 6 YEARS OF CORRUPT PRESIDENCY We need to prove Pulse Asias falsity Despite of recordbreaking rallies talagang nabawasan pa si VP Leni Robredo ng one point Theres something wrong hashtagBaguioIsPink hashtagLeniKikoAllTheWay hashtagHalalan2022,5/2/2022,PRE
All hands on deck No time to waste LeniKiko all the way with the Akbayan youth Mis Or Laban 💪 rose bouquet hashtagLetLeniKikoLead2022 hashtagMisOrforLeniKiko hashtagMindanaonaman hashtagHalalan2022,5/3/2022,PRE
For the first time in history University of Baguio University of Cordilleras and St Louis University came out and publicly announced their support for LeniKiko tandem this hashtagHalalan2022 hashtagBaguioIsPink,5/2/2022,PRE
The Miting De Avance of Leni in Makati on May 7 may just be her FAREWELL PARTY already Every color is welcome daw So sad to see her leave politics and go home to NAGA after May 9 WALA NG BALAHURA SA GOBYERNO NI PRRD hashtagHalalan2022 MANANALO TAYO,5/5/2022,PRE
Sa hashtagGobyernongTapat tiyak na hashtagAngatBuhayLahat The UPV CAS SC officially endorses the LeniKiko tandem for hashtagHalalan2022 See full post at hashtagIpanaloNa10ToParaSaLahat hashtagLeniKiko2022 hashtagOneCAS hashtagServeThePeople,5/3/2022,PRE
Serious Question What policies do Leni Robredo Bongbong Marcos have thats different from each other Besides going after the alleged Marcos illgotten wealth Thats a given hashtagHalalan2022 hashtagLeniKiko2022 hashtagBBMSARA2022,5/2/2022,PRE
Wala tayong dahilan na iboto si Bongbong Marcos Kalinga leader hashtagTakderKordi I wish I caught his name Also grabe ang kultura ng Pilipinas sobrang salamat sa LeniKiko movement sa pagshowcase nito :loveyou_gesture: hashtagLeniKikoAllTheWay2022 hashtagHalalan2022,5/2/2022,PRE
hashtagABSCBNFactCheck Hindi totoong dinaya ni VP Leni Robredo si Bongbong Marcos noong 2016 hashtagHalalan2022 hashtagFactsFirstPH hashtagTsekPH,5/5/2022,PRE
Isang linggo bago ang hashtagHalalan2022 si Ferdinand Bongbong Marcos Jr pa rin ang nangunguna sa presidential survey ng Pulse Asia at pumapangalawa naman si Vice President Leni Robredo Samantala naungusan naman ni Sen Manny Pacquiao si Manila Mayor Isko Moreno Domagoso,5/2/2022,PRE
PAPUNTA NA SILAAAA hashtagunithieves hashtagkulayrosasangbukas hashtagkakampinc hashtagkatoliko hashtaglenikikoalltheway2022 hashtagbabym hashtaglenirobredo hashtagkiko hashtaglenslide Angat Buhay Lahat hashtagPilipinas hashtagIglesia hashtagMagnanakaw hashtagMarcos hashtagUniteam hashtagDocTricia hashtagAngatletasaAraneta hashtaghalalan2022 hashtagmagnanakaw hashtagLeniLiwanagSaDilim,5/4/2022,PRE
Ferdinand Marcos Jr ang susunod na pangulo ng Republika ng Pilipinas stay mad bitches dont yall worry we got this victory whatever u say or do its pointless to us legit voters we all decided we know who to vote stay bitter hashtagbardagulan hashtagHalalan2022,5/6/2022,PRE
What sort of a golden age was the martial law regime of Ferdinand Marcos hashtagMartialLaw hashtagNeverAgain hashtagHalalan2022 hashtagBongbongMarcos,5/6/2022,PRE
Ferdinand Marcos Sr is the only MARCOS that WE WANTED BACK in Malacanang and not the junior one hashtagWeDecide hashtagHalalan2022 hashtagPHVote hashtagVotePH hashtagDesisyon2022,5/7/2022,PRE
the book The Conjugal Dictatorship was written by Primitivo Mijares who is the one who endorsed Ferdinand Marcos Sr to be the next president of the Philippines by that time hashtagHALALAN2022,5/5/2022,PRE
Nasan ang hashtagresibo Ito na po in Ferdinand Marcos own handwriting Image from hashtagHalalan2022 hashtagBoBotoKaNgMagnanakaw,5/7/2022,PRE
6 days before hashtagHalalan2022 hashtagElection2022 In 1985 President Ferdinand Marcos Sr called for a snap election The BishopsBusinessmens Conference for Human Development BBC found 52 percent of Filipinos would still vote for Marcos hashtagFilipinoHistorian,5/3/2022,PRE
hashtagPH voters elect a new president on May 9 with 4 leading candidates including Ferdinand Marcos Jr the eldest son of the countrys former dictator vying to become the Philippines next leader hashtagPhilippines hashtagEleksyon2022 hashtagElection2022 hashtagHalalan2022,5/1/2022,PRE
Samasama tayong babangon muli Narito naman ang UniTeam sa pangunguna nina Bongbong Marcos ang anak ng dating pangulot diktador na si Ferdinand Marcos at Sara Duterte anak ng kasalukuyang pangulo na si Rodrigo Duterte hashtagMatanglawinElectionSeries hashtagHalalan2022,5/7/2022,PRE
‼️ A REMINDER ‼️ copyright Elections are fast approaching A reminder to every kakampink DONT WEAR PINK ON ELECTION DAY Dont be an easy target of tampering especially in hotly consented areas Always keep your ballot neat and clean mga kakampinks hashtagHalalan2022 hashtagKulayRosasAngBukas,5/4/2022,PRE
Other Kakampink placards along Paseo De Roxas hashtagHalalan2022,5/7/2022,PRE
Its PINK Wednesday 🌸 hashtagLeniKiko2022 hashtagLeniRobredo hashtagKikoPangilinan hashtagKakampink hashtagKakampINC hashtagCebuIsPink hashtagHalalan2022,5/4/2022,PRE
GET OUT TO VOTE hashtagKakampink hashtagHalalan2022 hashtagPHVote hashtagGetOutToVotePH,5/2/2022,PRE
Is this the kind of politics you want hashtagLeniKiko2022 hashtagKakampink hashtagLeniLiwanagSaDilim hashtagLetLeniKikoLead You have BLOOD on your hands Take responsibility for it hashtagHalalan2022 dn,5/7/2022,PRE
💖 My President is 💖 hashtagPHVote hashtagHalalan2022 hashtagLeniKiko2022 hashtagKakampink hashtagCanada hashtagcoquitlam hashtagvancouver hashtagIpana7oNa10ParaSaLahat hashtagPhilippines hashtagWeDecide,5/7/2022,PRE
5 days to go mga hashtagkakampink hashtagIpana10NatinParaSaLahat hashtagLeniKiko hashtaghalalan2022,5/4/2022,PRE
LeniKiko will win and we will win also hashtagHalalan2022 hashtagAngPresidenteLeniRobredo hashtagKakamPINK,5/3/2022,PRE
Please help hashtagKakampink hashtagMakatiIsPink hashtagHalalan2022,5/7/2022,PRE
CONFIRMED Sa makati gaganapin ang MITING DE AVANCE 💖 See u there Mga KAKAMPINK hashtagdasmarinas hashtagLeniRobredo2022 hashtagrobredo hashtagHalalan2022,5/1/2022,PRE
If you love Anya you should be a kakampink Why Because Anya has pink hair Do it for Anya hashtagHalalan2022 hashtagLeniKiko2022 hashtagSPYxFamily hashtagAnitwt,5/4/2022,PRE
i woke up to the news that apparently a UniTeam supporter was bullied to death by a Kakampink hashtagHalalan2022,5/7/2022,PRE
Thank you Kakampink Defender sa inyong Walk and Busina for hashtagLeniKiko2022 hashtagHalalan2022 hashtagKulayRosasAngBukas,5/3/2022,PRE
Intense tayo mga kakampink Ang miting de avance na ito ay para sa lahat Naiyak ako sa saya at sa pagasang matatamasa natin ang pag angat ng buhay nating mga Pilipino hashtagIpana7oNa10ParaSaLahat hashtagEleksyon2022 hashtagHalalan2022,5/7/2022,PRE
These are not dictated by INC Members do not celebrate Christmas finding no Biblical basis for such practice Kakampinks biglang naging INC Para mema sabi lng hashtagHalalan2022,5/5/2022,PRE
Hence the need for all of us to vote for the right leaders on hashtagHalalan2022 who would secure this constitution right that we all get to enjoy right now 🗳️ 💗 tulip Philippines hashtagIpana10NatinParaSaLahat hashtagLeniKikoAllTheWay2022 hashtagLiwanagSaDilim hashtagKulayRosaAngBukas hashtagGobyernongTapat hashtagKakamPINK,5/3/2022,PRE
So when your boss announced no work on hashtagHalalan2022 before Malacaan made the the official announcement then jokingly said so that we can vote Kakampink you somehow felt that your in good company 😜 Jokes are half meant I believe 💕 💕,5/6/2022,PRE
Elections are fast approaching A reminder to every kakampink DONT WEAR PINK ON ELECTION DAY Dont be an easy target of tampering especially in hotly contested areas Always keep you ballot neat and clean mga kakampinks hashtagHalalan2022 hashtagKulayRosasAngBukas,5/3/2022,PRE
Really kakampinks Are you that low in cheering at the tragic event of one guy who is not a hashtagKakampink committed suicide People like Mark Ecko disgust me Wag kayong ganyan And really this using God and religion for perverted gains ❌ hashtagPhilippines hashtagPolitics hashtagHalalan2022,5/7/2022,PRE
Speak your mind but never leave ugly digital imprints behind tulip ribbon 💕 🎨 Artwork by Dale Alejandro hashtagStayKind hashtagBeRespectful hashtagThinkBeforeYouClick hashtagLetsSupportWhoeverWins hashtagHalalan2022 hashtagKakampink hashtagIpana7oNa10ParaSaLahat,5/7/2022,PRE
Nafefeel ko yung pagod Mananalo tayo hashtagMakatiIsPink hashtagHalalan2022 hashtagKakampink,5/7/2022,PRE
Pleasantly surprised to see the mammoth crowd who joined and attended UNITEAMs Miting de Avance in Guimbal Iloilo todaysending a strong signal to LeniKiko tandem that Iloilo is not afterall a Kakampink strongholdhashtagBBMSaraUNITEAM hashtagHalalan2022 hashtagYourVoteMatters hashtagMitingDeAvance,5/4/2022,PRE
