Tweets,Date,Username,Number of Retweets,Number of Likes
"Maybe some of you are asking, Why BBM? Here are some:
https://m.facebook.com/story.php?story_fbid=10225254912793552&id=1643709263

#Halalan2022 #BBMSARA2022 #BBMIsMyPresident2022 #BBMSaraUNITEAM 
@bongbongmarcos",5/3/2022,iamdhenx,0,1
"If BBM will win, hopefully they will make a documentary about it just like The Kingmaker. Focusing on how massive disinformation propaganda and electoral fraud successfully prevails and ultimately win an election.

#LeniKiko2022 
#Halalan2022",5/5/2022,kimpuchikuku,1,1
"DIBA. That’s why I still don’t get it while people will vote for him. Lord, bless and guide those people’s mind and hearts. #Halalan2022 #Eleksyon2022 #BBM #MarcosMagnanakaw #MarcosSinungaling #MarcosDuwag #MarcosNOTaHero",5/1/2022,call_me_mark,1,2
"Is it just me? But why does (some or mostly I guess)bbm supporters needs to ask why takot tayo sa martial law? hindi ba sila aware sa injustices and inhumane activities happened during that time?

@francescatomg

#HALALAN2022

https://twitter.com/i/spaces/1YqGopgEbOXJv",5/5/2022,molalaxx,0,1
"I just want to ask po if what are your opinions abt bbm supporters saying that their family didn't steal anything, while some naman admitting it then they're saying that they steal for us Filipino's din naman? @francescatomg

#HALALAN2022

https://twitter.com/i/spaces/1YqGopgEbOXJv",5/5/2022,molalaxx,0,0
"BBM is not a tiger, and he will never be one. A tiger has a personality of being brave, manly, optimistic, energetic, and trustworthy, which he clearly doesn't have any of these.

#HALALAN2022

https://twitter.com/i/spaces/1YqGopgEbOXJv",5/5/2022,hwang_ryujin4k,0,3
"Pormal nang inendorso ng grupo ng mga obispo, pari, at diyakono mula sa Simbahang Katoliko ang tambalang Leni Robredo at Kiko Pangilinan para sa #Halalan2022.

Samantala, nakuha naman ng Bongbong Marcos-Sara Duterte tandem ang suporta ng Iglesia Ni Cristo.",5/4/2022,TVPatrol,17,76
"JUST IN: Religious group Iglesia ni Cristo officially endorses to its members the candidacies of Ferdinand “Bongbong” Marcos Jr. & Sara Duterte-Carpio, INC-run Net25 reports.

Marcos Jr. received INC’s bloc vote as VP in 2016 but lost to Leni Robredo.

#Halalan2022",5/3/2022,anjo_bagaoisan,6,33
Some members of Iglesia ni Cristo (Church of Christ) publicly voiced their vote for Vice President Leni Robredo after the church known for block voting endorsed the Bongbong Marcos - Sara Duterte tandem. The move that could boot them out of the church. #Eleksyon2022 #Halalan2022,5/4/2022,anthesguerra,13,68
"Former Senator Bongbong Marcos retained his lead against VP Leni in the final Publicus Asia survey for this election period, 54-22.

Meanwhile, in the VP race, Mayor Sara Duterte had the same fate; she currently leads Senator Kiko Pangilinan by 43 points, 59-16.

#Halalan2022",5/6/2022,halalan2k22,0,5
"Ang final prediction ko for #Halalan2022  ay si LENI ROBREDO at SARA DUTERTE. Pero please, bilang kakampink ipanalo natin si Sen. KIKO PANGILINAN. #LeniKiko2022 #NoToRoSa",5/4/2022,notourvpsara,0,0
"VP LENI next na uupuan mo hindi na bangka, sa Malacañang na. 💪💪💗

#LENIROBREDO #leni #lenirobredo #LeniKikoAllTheWay #leniangatsalahat #leni #lenikiko22 #lenikiko #lenirobredo2022 #VotePH #votevotevote #halalan2022 #angatbuhaylahat #pilipinas #philippines",5/1/2022,JobPablo,14,42
"Mindanao for LeniKiko!

Ang Presidente: Leni Robredo
Bise Presidente: Kiko Pangilinan

#AgusanIsPink 
#AgusanParaKayLeniKiko 
#LeniKiko2022 
#LeniKikoAllTheWay
#donbelle
Magwawagi ang katotohanan
#halalan2022
May 9",5/5/2022,laban1081,1,0
"Presidential and vice-presidential inspired NFT! 🍄
VOTE WISELY! 
https://opensea.io/collection/fungusverse

Minted on Polygon. 1/1 non-generative, hand-drawn art! 💓

#NFT #NFTMarketPH #LeniKiko #BBMSaraUNITEAM #Leni #BBM #IskoMoreno #pinglacson #pixel #Halalan2022 #Uniteam #KulayRosasAngBukas",5/7/2022,Jijisaur,1,1
"sa bawat Leni sa balota, dapat may Kiko na kasama 💗
#LeniKiko
#Halalan2022",5/5/2022,lykhrysna,0,0
"Another day of converting my friend to vote for Leni! #IpanaloNa10ParaSaLahat #LeniKikoAllTheWay2022 #LetLeniKikoLead 💖💚🍃💓🌸💯 PARA SA PILIPINAS 🇵🇭

Don’t force them to vote for #LeniKiko, EDUCATE them 💪🏼🌷🌾 #Halalan2022",5/4/2022,IWasRooting4,0,0
"Malapit na ang May 9 .. let us all pray for clean peaceful elections and for #lenikiko to win with all od #TropangAngat senators! 
#Halalan2022 
#GobyernongTapatAngatBuhayLahat 
Presidente Leni Robredo
Bise Presidente Kiko Pangilinan",5/2/2022,elsiepooh,0,1
"Happy Mother’s day PRESIDENT LENI 💗

double celebration tayo mga mumsh para sa magiging nanay natin lahat simula May 9! #Halalan2022 

SIGURADO NA SA LENIKIKO
Angat Buhay Pilipino 🇵🇭

#LeniKikoAllTheWay2022 #KulayRosasNaBukas #IpanaloNa10ToParaSaLahat
#ILOILOisPink #CebuIsPink",5/3/2022,hornydrift,1,1
Kiko has to win alongside Leni. 💗🇵🇭🌷 #Halalan2022 #LeniKiko,5/1/2022,candidlyariane,0,1
"I'm telling you, telling you, There's so much moreeeee than what you've settled for! It's Now or Never! 
https://youtu.be/m9ckFrZwejA miss you 
@TheRansomCMusic
 

Leni-Kiko to a brand new start! 
#LeniLiwanagSaDilim #LeniKiko #Halalan2022",5/4/2022,mellowjii,2,12
#SOLIDBBMSARA #BBM2022 #BBMSARA2022 #Halalan2022 I respect yours and u respect mine ✌️👊💚❤️,5/4/2022,snsnspmcy,33,143
💚❤️✌️🇵🇭PILILINAS DEFINITELY 🙏 @felipsuperior #FELIP #FELIPcomeback #FELIP2ndsingle,5/4/2022,miss_aurelio2,1,4
Slayyyy close your gdm to avoid death threat po,5/5/2022,soyaa_LadyDior,0,1
tama behavior❤💚 #Halalan2022,5/5/2022,CharlesKim624,0,1
"Whoever of you two wins, may you be a good leader of the country. Godbless u both po !! 🌸❤️. #BBM2022 #LeniRobredo",5/6/2022,_simpforjjk,15,57
LOOK | Victory inevitable for BBM-Sara as all April and May surveys show landslide win for the UniTeam tandem. #UniTeamBBMSara #BBM2022,5/7/2022,1stylemomsi,13,33
Not Anji Related❗ Hindi pa botante for BBM - Sara ❤️💚 We still have the right to give our opinion about presidential candidates even though we can't still vote. Makiki - isa sa pagbangon muli,5/4/2022,rexzellmuego,1,63
"""I learned from the best. There is nobody who would disagree that Marcos was a good leader, leader of men. He saw himself as a builder of the nation.""",5/5/2022,harrold30,13,39
"BTS changed my life, and i believe BMM&SARA can change our county too! ❤️💚",5/4/2022,chimsVV,0,2
"Sorry for being IA today. The Philippine Election 2022 is approaching, and since we can't still vote, the only thing we can do right now is to campaign for Leni. We just finished stapling and printing materials and will do an H2H campaign tomorrow. #Halalan2022",5/5/2022,estetikgyu,1,12
"Alam nyo kakampinks, kasalanan nyo yan. Kung di nyo pinagduldulan sa amin si Leni, na obvious bang hate na hate namin, edi sana di kami nagsiksikan lahat kay BBM. Kasi believe it or not, most of us are not Marcos loyalists. Just so happened na sukang suka kami sa LP. Good luck!",5/3/2022,QMotherGothel,370,1948
"Workers chant, ‘BBM’ and ‘Panalo ka na,’ as Bongbong Marcos delivers closing remarks at TUCP ‘Labor Day’ town hall meeting.

The TUCP is officially endorsing the #Halalan2022 bid of Marcos and running mate, Mayor Sara Duterte.",5/1/2022,InaReformina,62,223
"⠀⠀JOLLINATION FOR LENI - KIKO!
⠀⠀8 days left before #Halalan2022
⠀⠀Do your research, vote for candidates 
⠀⠀we can all be proud of.⠀

⠀⠀#LeniKiko2022
⠀⠀#IpanaloNa10To⠀
⠀⠀#LeniKikoAllTheWay
⠀⠀#KulayRosasAngBukas",5/1/2022,J0LLIBASE,21,49
"Alongside Nica del Rosario, Vice Ganda performed ""Rosas"" and also greeted Vice President Leni Robredo ""Happy Mothers' Day."" #Halalan2022 | via 
@josiahvantonio",5/7/2022,ABSCBNNews,198,1168
"LOOK | 
Three days before #Halalan2022, Alabel Youth for Leni conducted ""Pink Walk"" around Poblacion, Alabel, today, May 6.",5/6/2022,writingreymark,9,25
"Anyone with extra Leni-Kiko ballers, arm sleeves, and other collaterals? 😅 We need reinforcements lang po sana for our palugaw along Pedro Gil St. Naubos na ang 200+ and 4 kalderos of lugaw 🙌🏽

DM please. Thank you very much! #LeniKiko2022 #ipanalona10parasalahat 
#Halalan2022",5/5/2022,cjtagal,36,119
"⠀⠀ESQUIRE FOR LENI-KIKO 🌷🎀
⠀⠀7 days left before #Halalan2022 
⠀⠀———  Do your research, vote for 
     candidates we can all be proud of.⠀

⠀⠀#LeniKiko2022
⠀⠀#IpanaloNa10To⠀
⠀⠀#LeniKikoAllTheWay
⠀⠀#KulayRosasAngBukas",5/2/2022,FDRCArchive,4,10
"Real unity': Rival schools join hands behind Leni, Kiko #Halalan2022",5/7/2022,ABSCBNNews,95,719
"Leni already finished up their speech and rally while UniTeam senators are still speaking. I have a huge hunch that the BBM-Sara crew behind the scenes are timing for something BIG.
#BBMSARA2022 #LENIKIKO2022 #MitingDeAvance #PHVote #Eleksyon2022 #Halalan2022",5/7/2022,malcolm_reddick,13,51
"OPM singer Moira dela Torre performs her original song ""Ipanalo Natin 'To"" inspired by Leni Robredo's tag line. #Halalan2022 | via 
@josiahvantonio",5/7/2022,ABSCBNNews,68,640
"#Halalan2022 Vice presidential aspirant Rizalito David throws his support to VP Leni Robredo's presidency, saying that he believes she will win against the Marcos-Duterte tandem.

Related story:  https://news.abs-cbn.com/news/05/06/22/rizalito-david-endorses-leni-robredo-for-president",5/6/2022,ANCALERTS,85,571
"1st step: Vote and let Leni-Kiko, Neri, and all better senatoriables win.
2nd step: Guard and defend our votes.
3rd step: Help ensure Leni-Kiko's pledges today of permanent jobs, higher wages, and better life for workers and Filipinos materialize.
#Halalan2022 #LeniKiko2022",5/1/2022,marini_eri9,7,33
"THE RONAS ARE PINK !! 🌷🌸

Few more days left before #Halalan2022 and I hope everyone knows who we need to vote for. Kay Leni-Kiko tayo!

#LeniKiko2022
#IpanaloNa10To⠀
#LeniKikoAllTheWay 
#KulayRosasAngBukas",5/2/2022,azielgrant,19,56
"Leni Robredo speaking atm at the Araneta Coliseum, pledging better working condition, permanent jobs, and higher wage for Filipino workers. 
#Halalan2022",5/1/2022,marini_eri9,150,964
"Magsaysay situation as of 8PM, the night before VP Leni's last grand rally in  her hometown and bailiwick Naga City

Large crowds already pouring in to watch rehearsals

#Halalan2022
#LeniKiko2022 
#KulayRosasAngBukas",5/5/2022,tisa_nacional,320,1931
"Since 9 October 2021, Vice President Leni Robredo has visited 68/81 provinces, 103/146 cities, and 132/1,488 municipalities.

Last 2 May, Robredo visited the provinces of Abra, Kalinga, and Benguet in the Cordilleras, splashing Northern Luzon with more pink. #Halalan2022",5/5/2022,EnzoDeBorja,488,2171
"#Halalan2022 Vice presidential aspirant Rizalito David throws his support to VP Leni Robredo's presidency, saying that he believes she will win against the Marcos-Duterte tandem.

Related story:  https://news.abs-cbn.com/news/05/06/22/rizalito-david-endorses-leni-robredo-for-president",5/6/2022,ABSCBNNews,899,5934
"We're in the endgame now.

Vice President Leni Robredo visited four provinces, three cities, and four municipalities during her whirlwind tour of Western Visayas earlier today. Robredo has spent 71 days on the campaign trail since 8 Feb 2022. #Ipana10NatinParaSaLahat #Halalan2022",5/3/2022,EnzoDeBorja,188,980
"Gelo Ponon, a former basher of VP 
@lenirobredo
, said he has switched to Leni after doing his research. He now actively campaigns for Robredo and is present now at the Miting de Avance. #Halalan2022",5/7/2022,JervisManahan,508,3915
"WE CANT AFFORD ANOTHER 6 YEARS OF CORRUPT PRESIDENCY! 

We need to prove Pulse Asia’s falsity! Despite of record-breaking rallies talagang nabawasan pa si VP Leni Robredo ng one point? There’s something wrong. 

#BaguioIsPink
#LeniKikoAllTheWay 
#Halalan2022",5/2/2022,jayaustriaa,137,625
"All hands on deck. No time to waste. Leni-Kiko all the way with the Akbayan youth Mis Or. Laban! 💪🌹💐 

#LetLeniKikoLead2022 #MisOrforLeniKiko #Mindanaonaman #Halalan2022",5/3/2022,iamMindanao89,14,42
"LOOK: As it starts to get dark in Iloilo City, Ilonggo 'Kakampinks' light their torches for the Kasanag Walk for Leni-Kiko.

#Halalan2022 #PHVote #WeDecide 
@rapplerdotcom
 
@MovePH",5/7/2022,au_rielle,11,28
"For the first time in history, University of Baguio, University of Cordilleras and St. Louis University came out and publicly announced their support for Leni-Kiko tandem this #Halalan2022.
#BaguioIsPink",5/2/2022,filaner05,13,18
"Moonstar88 performs their own rendition of ""Rosas,"" one of the songs for the Leni-Kiko campaign. #Halalan2022 | 
@ABSCBNNews",5/7/2022,josiahvantonio,15,310
The Miting De Avance of Leni in Makati on May 7 may just be her FAREWELL PARTY already. Every color is welcome daw. So sad to see her leave politics and go home to NAGA after May 9. WALA NG BALAHURA SA GOBYERNO NI PRRD. #Halalan2022 MANANALO TAYO.,5/5/2022,RyanRZambrano,4,25
"Sa #GobyernongTapat, tiyak na #AngatBuhayLahat. The UPV CAS SC officially endorses the Leni-Kiko tandem for #Halalan2022 

See full post at: https://m.facebook.com/story.php?story_fbid=3287026908193893&id=1511710965725505

#IpanaloNa10ToParaSaLahat
#LeniKiko2022
#OneCAS
#ServeThePeople",5/3/2022,UPVCASSC,9,28
Some members of Iglesia ni Cristo (Church of Christ) publicly voiced their vote for Vice President Leni Robredo after the church known for block voting endorsed the Bongbong Marcos - Sara Duterte tandem. The move that could boot them out of the church. #Eleksyon2022 #Halalan2022,5/4/2022,anthesguerra,13,68
"Serious Question: What policies do Leni Robredo & Bongbong Marcos have that's different from each other? Besides going after the alleged Marcos ill-gotten wealth. That's a given.

#Halalan2022 #LeniKiko2022 #BBMSARA2022",5/2/2022,toughlove48,0,0
"“Wala tayong dahilan na iboto si Bongbong Marcos!” - Kalinga leader #TakderKordi

I wish I caught his name! Also, grabe ang kultura ng Pilipinas, sobrang salamat sa Leni-Kiko movement sa pag-showcase nito 🤟

#LeniKikoAllTheWay2022 
#Halalan2022",5/2/2022,attillah_AMBA,0,13
#ABSCBNFactCheck: Hindi totoong dinaya ni VP Leni Robredo si Bongbong Marcos noong 2016 #Halalan2022 #FactsFirstPH #TsekPH https://news.abs-cbn.com/spotlight/05/05/22/fact-check-hindi-totoong-dinaya-ni-vp-leni-robredo-si-bongbong-marcos-noong-2016,5/5/2022,DZMMTeleRadyo,9,24
"Isang linggo bago ang #Halalan2022 , si Ferdinand ""Bongbong"" Marcos Jr. pa rin ang nangunguna sa presidential survey ng Pulse Asia at pumapangalawa naman si Vice President Leni Robredo. 

Samantala, naungusan naman ni Sen. Manny Pacquiao si Manila Mayor Isko Moreno Domagoso.",5/2/2022,ZandroOchona,0,1
"PAPUNTA NA SILAAAA!!

#unithieves #kulayrosasangbukas #kakampinc #katoliko #lenikikoalltheway2022 #babym #lenirobredo #kiko #lenslide Angat Buhay Lahat #Pilipinas #Iglesia #Magnanakaw #Marcos #Uniteam #DocTricia #AngatletasaAraneta #halalan2022 #magnanakaw #LeniLiwanagSaDilim",5/4/2022,veganvetph,0,1
"Ferdinand Marcos Jr.  ang susunod na pangulo ng Republika ng Pilipinas !!!! stay mad bitches don't yall worry we got this victory whatever u say or do it's pointless to us legit voters we all decided we know who to vote stay bitter  !!! 

#bardagulan 
#Halalan2022",5/6/2022,babym_31,2,6
